Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8
LIPF;NM_001198828,NM_001198829,NM_001198830,NM_004190;0;0;0;0;0;0
C12orf77;NM_001101339;0;0;0;0;0;0
APOE;NM_000041,NM_001302688,NM_001302689,NM_001302690,NM_001302691;76;35;33;12;91;23
MID2;NM_012216,NM_052817;917;781;389;323;477;308
CGNL1;NM_001252335,NM_032866;103;57;50;9;234;55.48
POTEH;NM_001136213;2.75;5.71;4.27;0;0;0
SNHG1;NR_003098;701;911;447;453;334;1254
LOC101926963;NR_110054,NR_110055;2;1;0;0;0;4
GOLGA8J;NM_001282472;3.58;3.17;6.85;0;2.57;0
NR1H2;NM_001256647,NM_007121;697;561;250;924;2030;1752
CNGA4;NM_001037329;1;1;2;1;1;3
LINC00965;NR_027000,NR_027000_chr8:7118140_7121014,NR_027000_chr8:7141006_7143880;1;1;2;10;76;14
CASP4;NM_001225,NM_033306;113;123;56;1309;1738;2731
LINC01006;NR_103858;17;16;6;1;14;3
MIR181A2;NR_029611;0;0;0;0;0;0
SCCPDH;NM_016002;4851;2272;2362;117;8;103
LINC00284;NR_026955;14;1;4;21;713;333
LOC400927;NR_002821;2.14;7.28;0;14.17;7.83;28.84
NAT8;NM_003960;1;5;2;0;2;0
LOC101929586;NR_120363;4;8;0;1;1;1.02
TARDBP;NM_007375;1426;1377;688;1299;773;2751
CST6;NM_001323;3;0;0;700;249;567
FAM126A;NM_032581;185;214;76;1441;621;2486
SDK2;NM_001144952;106;84;45;0;1;1
RANBP3L;NM_001161429,NM_145000;0;1;1;0;4;1
SOX5;NM_001261414,NM_001261415,NM_006940,NM_152989,NM_178010;0;0;0;22;9;13
MAS1L;NM_052967;0;0;0;0;0;0
ADAM19;NM_033274;31;13;20;49;25;325.02
LINC00474;NR_024032;0;0;0;3;4;0
MRPS31;NM_005830;250;184;95;290;195;603
MIR520E;NR_030183;0;0;0;0;0;0
ZRANB2;NM_005455,NM_203350;643.07;796.41;436.3;609.14;334.45;1755.92
XRCC5;NM_021141;9195;6050;3442;10464;7130;16323
MAGEB4;NM_002367;0;0;0;0;0;0
MIR3648-1;NR_037421;2;2;0;2;3;88
ZNF830;NM_052857;151;106;53;200;201;368
LPXN;NM_001143995,NM_004811;20;20;8;391;369;650
SPRR2E;NM_001024209;0;0;0;0;0;0
HSPA2;NM_021979;176;151;60;320;559;316.03
JRKL-AS1;NR_047481;0;0;0;0;0;0
LOC101926943;NR_110044;11.81;23.13;5.18;2.13;2.35;2.15
C9orf69;NM_001256526,NM_152833;910;719;311;504;518;1082
SHANK2-AS3;NR_073536;8;10;3;0;0;0
NRP1;NM_001024628,NM_001024629,NM_001244972,NM_001244973,NM_003873,NR_045259;4828;3890;2863;1398;697;1667
JSRP1;NM_144616;0;1;1;0;1;2
MIR6807;NR_106865;0;0;0;0;0;0
MMP16;NM_005941;640;126;55;21;10;21
LRRN4CL;NM_203422;5.99;1.02;1;0;5.65;2.99
TNNT3;NM_001042780,NM_001042781,NM_001042782,NM_001297646,NM_006757;0;0;0;0;2;1
DDN;NM_015086;11;3;4;0;1;19
HRC;NM_002152;2;2;0;1;1;3
C15orf40;NM_001160113,NM_001160114,NM_001160115,NM_001160116,NM_144597,NR_027649,NR_027650;224.4;219.63;86;97.91;83;226.23
C11orf40;NM_144663;0;0;0;0;0;0
LINC01277;NR_038987;1;1;1;1;5;0
SCYL1;NM_001048218,NM_020680;1468.7;1069.2;500.57;567.48;934.39;1365.42
ADCY4;NM_001198568,NM_001198592,NM_139247;0;2;1;1;1;0
ARID5A;NM_212481;58;29;13;8;42;20
SLC6A15;NM_001146335,NM_018057,NM_182767;0;0;0;1242;204;1679
LOC101805491;NR_103805;0;1;0;0;0;0
NT5C1A;NM_032526;0;0;0;0;0;0
CT45A7;NM_001291543_chrX:134847385_134856984,NM_001291543_chrX:134883688_134891515,NM_001291543_chrX:134963218_134971043;0;0;1;0;0;0
CCDC42B;NM_001144872;6.66;5.4;2.44;1.25;9.83;5.13
KLRC1;NM_002259,NM_007328,NM_213657,NM_213658;0;0;0;1;4.99;1.35
TPX2;NM_012112;2842;1991;970;2254;82;4079
MIR1180;NR_031591;0;0;0;0;0;0
TRIM69;NM_001301144,NM_001301145,NM_001301146,NM_080745,NM_182985;4;2;2;20;4;11
TIAF1;NM_004740;19.57;15.89;2.55;10.53;23.05;10.78
UBE2Q2P1;NR_003661;47.46;55.79;24.37;42.68;29.81;71.61
MIR320A;NR_029714;0;0;0;0;0;0
MAP6D1;NM_024871;212;231;48;7;15;51
MIR181C;NR_029613;0;0;0;0;0;0
TBC1D1;NM_001253912,NM_001253913,NM_001253914,NM_001253915,NM_015173;760;570;294;1000;786;2110
FLJ42102;NR_038862;3;8;1;2.45;0;1
USP44;NM_001042403,NM_001278393,NM_032147,NR_125360;3;9;3;7;3;5
MNDA;NM_002432;0;0;0;0;0;0
PARD6G;NM_032510;124;111;62;44.04;109.44;60.01
DDX58;NM_014314;457;304;262;383;403;401
SCARA3;NM_016240,NM_182826;167;191;75;28;498;25
LOC100996437;NR_110037;13;30;3;7;10;23
POU6F1;NM_002702,NR_026893;1;2;0;8;62;19.02
HNRNPCL1;NM_001013631;0;0;0;0;0;0
TMEM155;NM_152399;0;0;0;2;1;0
LINC01144;NR_024270;11;8;3;3;16;5
POLE3;NM_001278255,NM_017443,NR_027261;1875;1091;565;678;564;1547
RBL1;NM_002895,NM_183404;506.83;513.98;208;533;135.59;1306
MIR3065;NR_036151;0;0;0;0;0;0
PRKCE;NM_005400;345;394;191;206;354;472
ZMIZ1-AS1;NR_015429,NR_024429,NR_024431;5;2;5;4;15;6
CDA;NM_001785;0;1;0;225;32;434
KDM3B;NM_016604;2665;2488;1045;3442;5261;5806
FBXO7;NM_001033024,NM_001257990,NM_012179;1082;888;427;1334;1662;2479
HDC;NM_002112;1;0;0;0;0;0
BTG4;NM_017589;0;0;0;0;0;0
SCARNA2;NR_003023;5359;4029;2179;3098;3277;3062
PROM1;NM_001145847,NM_001145848,NM_001145849,NM_001145850,NM_001145851,NM_001145852,NM_006017;1;2;0;143;700;64
PNISR;NM_015491,NM_032870;996.9;1097;710.77;990.92;884;2804.94
HAVCR2;NM_032782;3;1;0;0;0;3
SLC26A6;NM_001040454,NM_001281732,NM_001281733,NM_022911,NM_134263,NM_134426;273;239;97;256;246;573
ABCF1;NM_001025091,NM_001090;1628;1492;658;1059;1028;2309
LOC101928231;NR_125852;0;0;0;1;0;0
EHD2;NM_014601;121;190;55;258;1526.02;769
SYNGAP1;NM_006772;118;131;58;19;75;59
S100A13;NM_001024210,NM_001024211,NM_001024212,NM_001024213,NM_005979;1873;1216;459;907;936;2923
LOC158434;NM_001256408;0;0;0;0;2;1
RPN2;NM_001135771,NM_002951;7964.98;3969.92;3436.99;8060.96;3657.87;8819.93
PPP2R3B;NM_013239,NM_013239_chrY:244667_297690;174;132;52;65;96;283
NME7;NM_013330,NM_197972,NR_104229;139.21;130.18;48.68;139.5;60.48;222.73
RMI1;NM_024945;280;476;123;103;116;257
KRTAP5-9;NM_005553;2;4;0;0;1;0
MUCL1;NM_058173;146;109;117;0;0;1
RIN1;NM_004292;126;77;68;109;252;465
MIR5702;NR_049887;0;0;0;0;0;0
EPAS1;NM_001430;849;443;317;2324;5260;7186
TRAPPC4;NM_016146;944;501;281;365;522;693
MIR7154;NR_106976;0;0;0;0;0;0
RMND5A;NM_022780;1774.26;1746.84;749.26;2477.75;2023.08;2836.06
LINC00396;NR_126387;0;0;0;0;0;0
BIN3;NM_018688;163;142;70;316;419;827
SOGA3;NM_001012279;9.55;9.78;0;2.59;4.63;5.12
GH1;NM_000515,NM_022559,NM_022560;0;0;0;0;0;0
NPTXR;NM_014293;301;242;95;3;122;3
ANO2;NM_001278596,NM_001278597;0;3;0;1;2;0
MIRLET7F1;NR_029483;0;0;0;0;0;0
SNX19;NM_001301089,NM_014758;920;699;460;1673;2177;2013
SMIM2-AS1;NR_104064,NR_104065;2;2;0;14;12.8;28.85
CDH4;NM_001252338,NM_001252339,NM_001794;10;25;8;110;4;29
LYG1;NM_174898;2;5;4;3;2;2
TSSK2;NM_053006;0;0;0;0;0;0
FUCA1;NM_000147;766;372;335;71;391;144
CRHR2;NM_001202475,NM_001202481,NM_001202482,NM_001202483,NM_001883;3;2;2;3;1;1
MAFK;NM_002360;595.34;431.11;189.2;295.09;725.76;1288.74
MIR8080;NR_107047;0;0;0;0;0;0
SNORD115-15;NR_003307;0;0;0;0;0;0
OR2T2;NM_001004136;0;0;0;0;0;0
RPL18A;NM_000980;11646;7650;3342;5662;8041;19636
LINC01087;NR_108087;219;636;159;0;0;1
CSAD;NM_001244705,NM_001244706,NM_015989;146;203;75;37.39;75.07;133.04
NHLH2;NM_001111061,NM_005599;3;2;3;2;4;1
MANSC4;NM_001146221;0;0;0;1;1;0
LOC101927827;NR_121564;18;45.87;20;6;6;1
NKD1;NM_033119;8;1;4;12;55;15.02
RCC1;NM_001048194,NM_001048195,NM_001048199,NM_001269,NR_030725,NR_030726;1988.83;1593.05;593.49;1176.01;872.43;3096.32
LINC00841;NR_033846;0;0;0;0;0;0
DFFA;NM_004401,NM_213566;657.12;475;240;350.87;443.42;1012
GABRR1;NM_001256703,NM_001256704,NM_001267582,NM_002042;0;0;0;0;0;0
TP53INP2;NM_021202;74;94;35;66;311;99
LILRA5;NM_021250,NM_181879,NM_181985,NM_181986;0;0;0;3.35;3.66;1.4
HIBCH;NM_014362,NM_198047;256;249;135;595;380;854
C20orf24;NM_001199534,NM_018840,NM_199483,NR_026562;1476.99;744.25;543.66;1785.32;802.53;2809
WHAMMP1;NR_036650;100.33;102.04;54.87;60.81;120.1;174.29
SLC30A4;NM_013309;71;74;35;188.37;187.7;435.04
SGCZ;NM_139167;0;0;0;0;0;0
ACTR1A;NM_005736;1886;1452;692;2093;1786;3662
BCKDK;NM_001122957,NM_001271926,NM_005881;533;392;162;330;619;986
ZNF534;NM_001143938,NM_001143939,NM_001291368,NM_001291369;1;1;0;0;0;0
EN1;NM_001426;0;0;0;0;0;0
XKR4;NM_052898;0;0;0;0;0;0
METTL20;NM_001135863,NM_001135864,NM_173802;11;6;2;36;56.46;39.22
PACSIN3;NM_001184974,NM_001184975,NM_016223;745;475;205;398;510;1298
ZMYM4;NM_005095;1297;1344;613;2189;2268;2931
LINC01304;NR_037881;0;0;0;0;0;0
RCC2;NM_001136204,NM_018715;4962;3337;1818;3421;2333;6457
LINC01015;NR_037179,NR_037180,NR_037181;0;0;0;0;0;0
LOC101929570;NR_110258;0;2;1;0;0;0
MEN1;NM_000244,NM_130799,NM_130800,NM_130801,NM_130802,NM_130803,NM_130804;492;392;153;353;362;674
HARS2;NM_001278731,NM_001278732,NM_012208;1286.32;891.73;522.35;1370.63;655.06;1967.25
ATP5L2;NM_001165877;0;3;2;3;1;1
SNORA71B;NR_002910;22;19;1;5;58;4
TCEANC;NM_001297563,NM_001297564,NM_152634;66;52;21;47;50;59
UMODL1-AS1;NR_027243;0;0;0;0;0;0
AP3S2;NM_005829,NR_023361,NR_037582;1237.27;892.46;482.59;686.91;970.68;1644.2
LOC100507006;NR_120420;0;0;0;0;0;0
RALGAPA2;NM_020343;1373;1644;727;1589;2712;1726
SRSF7;NM_001031684,NM_001195446;2277;1869;815;1184;959;3115
SAFB;NM_001201338,NM_001201339,NM_001201340,NM_002967,NR_037699;932.59;941.72;374;1100.81;654.07;2468.65
MAP3K14-AS1;NR_024434,NR_024435,NR_110324,NR_110325,NR_110326;33;45;27;27;61;53
LOC101929144;NR_110745;0;0;0;1.02;0;0
CFB;NM_001710;11;6;2;55;2565;77
GAST;NM_000805;0;0;0;2;0;2
EDN3;NM_001302455,NM_001302456,NM_207032,NM_207033,NM_207034;0;0;0;0;0;0
TMEM259;NM_001033026,NM_033420;841;677;311;824;1383;2537
LOC283214;NR_046090;0;0;0;0;0;0
BAALC;NM_001024372,NM_024812;6;15;1;1;4;4
GPR31;NM_005299;0;0;0;0;0;0
FAM212B;NM_019099,NM_198926;117;153;55;328.14;149.28;365.44
GATA2;NM_001145661,NM_001145662,NM_032638;278;224;93;9;52;25
MAD2L1;NM_002358;817;486;314;891;89;2137
KRTAP5-7;NM_001012503;0;1;0;0;0;0
GMFB;NM_004124;2745;2332;1094;2086;903;3724
PCDHGA1;NM_018912,NM_031993;61.27;73.91;28.61;6;25;1
CCDC37-AS1;NR_103787,NR_103788,NR_103789;0;0;0;0;0;0
SNHG11;NR_003239;76;71;33;57;103;128
HSPB11;NM_016126;152;117;49;234;175;541
TAPBPL;NM_018009;150;81;46;154;738;275
FAM159B;NM_001164442;1;1;0;0;0;0
LOC101929125;NR_109859;8;5;2;1;2;5
SLC45A1;NM_001080397;6;8;3;0;1;5
ARHGAP26-AS1;NR_046680;0;2;0;0;0;1
MIR497;NR_030178;0;0;0;0;0;0
LOC646736;NR_046102;3;4;1;0;0;0
CFL1P1;NR_028492;2;0;1;0;2;3
ZFHX3;NM_001164766,NM_006885;1643;2553;882;202;332;268.82
AGRN;NM_198576;5742;5586;2465;3849;9408;8784
KDELC1;NM_024089;96;61;50;156;42;209
TEX101;NM_001130011,NM_031451;0;0;0;0;0;0
HYMAI;NR_002768;3;9.16;8;10;6.11;18
IPO11-LRRC70;NR_073584;0;0;0;4.6;0;0
DLD;NM_000108,NM_001289750,NM_001289751,NM_001289752;2557;1781;1083;4849;2496;6582
ADAMTS9-AS2;NR_038264;1;1;0;3;4;1
CCDC183;NM_001039374;30.54;47.6;11;2;18.48;15.37
FMNL1;NM_005892;61;50;31;32;92;97
ARRB1;NM_004041,NM_020251;1120;997;390;120;1295.96;203
MIR199A1;NR_029586;0;0;0;0;0;0
TMEM235;NM_001204210,NM_001204211,NM_001204212;0;0;0;0;0;0
GNG12;NM_018841;755;697;397;5384;4584;10488
SNORD1C;NR_004397;0;0;0;0;0;0
CCR9;NM_001256369,NM_006641,NM_031200;1;0;0;0;1;1
OR56B4;NM_001005181;0;0;0;0;0;0
RAB11FIP5;NM_015470;86;80;42;459;1034;1088
RBMS2;NM_002898;144.61;190.83;75.29;1070.83;2369.26;1850.76
KCNV1;NM_014379;3;20;2;0;0;0
KCNH1;NM_002238,NM_172362;20;23;8;0;5;0
MYO16-AS1;NR_047700;0;0;0;2;1;3
C8orf49;NR_103552;0;0;0;0;0;0
MIR6894;NR_106954;0;0;0;0;0;0
KIAA0556;NM_015202;777;743;389;589;1043;1350
ANXA5;NM_001154;2061;1301;645;4093;2967;9359
LOC100287036;NM_001242885;7;8;2;2;3;2
PAGE2B;NM_001015038;1;0;0;0;0;0
RBM12;NM_001198838,NM_001198840,NM_006047,NM_152838;2160;2079.08;841.1;1219.43;1424.08;3126.32
SCARNA14;NR_004388;4;3;0;0;0;0
MIR187;NR_029616;0;0;0;0;0;0
KIAA0319L;NM_024874;1077;850.28;557;1329.69;1540.48;1898.08
NR2C1;NM_001032287,NM_001127362,NM_003297;369;334;192;311;287.15;504.02
CELA2B;NM_015849;0;0;0;1;0;0
RCSD1;NM_052862;0;0;0;1;81;1
IQCD;NM_138451;27;24;11;9;25;24
MACROD1;NM_014067;367;233;104;142;465;308
NBPF22P;NR_003719;39.31;37.39;20.17;0;1;0
LOC101929058;NR_126333;0;0;0;0;0;0
TMEM126B;NM_001193537,NM_001193538,NM_001256546,NM_001256547,NM_018480;454;356;205;456;227;911
DPY19L2P3;NR_036482;6.92;12.23;6.54;23.27;19.18;15.43
DDX11L10;NR_045117;3.32;4.04;4.82;0;0;0
ZNF281;NM_001281293,NM_001281294,NM_012482;1071;959;498;520;414;782
NDUFS3;NM_004551;1184;753;381;866;608;1638
CCNF;NM_001761;1372;582;313;744;271;1833
GAN;NM_022041;2260;2442;1251;2227;1797;2537
CYB5D2;NM_001254755,NM_001254756,NM_144611;342;224;126;192.03;370.61;384.19
FADS6;NM_178128;0;0;0;0;0;0
KCNN1;NM_002248;1;3;0;1;0;0
FGFR1OP2;NM_001171887,NM_001171888,NM_015633;610;515;215;676;508;1144
ARHGEF40;NM_001278529,NM_001278530,NM_018071;46.65;23.58;14.27;86.66;745.33;208.98
NR3C1;NM_000176,NM_001018074,NM_001018075,NM_001018076,NM_001018077,NM_001020825,NM_001024094,NM_001204265;1582;1713;513;3035;4362;5126
MAP3K1;NM_005921;3921;3708;2256;1419;1194;1415
OR51D1;NM_001004751;0;0;0;0;0;0
CCDC12;NM_144716,NR_102269;204;150;58;274;322;557
CDC27;NM_001114091,NM_001256,NM_001293089,NM_001293091;2127;1672;910;2543;1403;3472
PCDHGA4;NM_018917,NM_032053;161;184;83.52;9;15;3
CEP170;NM_001042404,NM_001042405,NM_014812;774.82;874;399;742.35;482;980.82
MIR146B;NR_030169;0;0;0;0;0;0
C6orf1;NM_001008703,NM_001008704,NM_001287396,NM_001287397,NM_001287398,NM_178508;144;111;53;31;76;150
LOC143666;NR_026967;17;21;7;6.01;18;14.02
GPR173;NM_018969;6;14;0;0;3;9.41
PRSS16;NM_005865;48;38;16;43;124;89
FAM84B;NM_174911;5695;3623;2254;7097;3274.6;10416.01
CHP1;NM_007236;1242;1134;530;6076.87;6660.47;8083.76
LOC102724719;NR_120678;0;0;0;0;0;2.08
RASSF8-AS1;NR_038227,NR_038228;22;27;15;8;15;20
CWC15;NM_016403;280;257;136;504;497;1073
TRAM2-AS1;NR_103446,NR_103447;73;60;17;56;101;83
MIR4455;NR_039660;0;0;0;0;0;0
SCRN1;NM_001145513,NM_001145514,NM_001145515,NM_014766;4047;3509;1545;2562;4525;5058
CATSPER2;NM_001282309,NM_001282310,NM_054020,NM_172095,NR_110319;8.4;26.59;7;13.5;22;20.45
DGKH;NM_001204504,NM_001204505,NM_001204506,NM_001297429,NM_152910,NM_178009,NR_123714,NR_123715;1565.22;2081;931;1352.16;639.93;994.66
AADAC;NM_001086;1;0;1;0;0;0
CRIPAK;NM_175918;41;86;25;27;59;44
EPHX1;NM_000120,NM_001136018,NM_001291163;341;301;187;436;867;627
SNORD90;NR_003071;0;0;0;0;0;0
ABCA9;NM_080283;1;2;0;6.77;10;8.13
FUCA2;NM_032020;2265;1364;1062;3023;1005;4021
RPL19;NM_000981;9507;6600;3081;14316;14609;36236
MGAM;NM_004668;2;2;0;7;13;5
SLC12A2;NM_001046,NM_001256461,NR_046207;4069;3337;1913;1310.32;761.05;1304.48
ERLIN1;NM_001100626,NM_006459;845;656;422;1062;1074;1494
S100A14;NM_020672;4220;2630;1891;6998;4494;23866
EIF1AX-AS1;NR_046592;7;14;6;3;0;6
ZNF32;NM_001005368,NM_006973;354.05;229.62;89.97;70.91;123.4;111.54
CSTF1;NM_001033521,NM_001033522,NM_001324;1662;1124;642;711;622;1087
RARG;NM_000966,NM_001042728,NM_001243730,NM_001243731,NM_001243732;1270;1029;410;985;2077;2560
NPRL2;NM_006545;167.27;98.4;69;181;283;412.47
CD28;NM_001243077,NM_001243078,NM_006139;0;0;0;2;0;1
MIR377;NR_029869;0;0;0;0;0;0
SLC45A4;NM_001080431,NM_001286646,NM_001286648;520;299;195;244;450;501
ACTR10;NM_018477;803;675;343;825.15;666.57;1280.14
MIR4685;NR_039833;0;0;0;0;0;0
MRGPRX1;NM_147199;0;0;0;0;0;0
PHLDB2;NM_001134437,NM_001134438,NM_001134439,NM_145753;564.17;268.37;362;841;1318;3935
ATP8B3;NM_001178002,NM_138813,NR_047593;6;1;7;4;9;8
NRROS;NM_198565;0;0;0;0;0;0
RBPJL;NM_001281448,NM_001281449,NM_014276;1;1;0;0;1;0
LINC01427;NR_110615;0;0;0;0;0;0
RNF168;NM_152617;1476;1403;580;632.05;374.49;1199.99
MMP12;NM_002426;0;0;0;0;0;0
BEX4;NM_001080425,NM_001127688;50;41;30;1;3;1
EMG1;NM_006331;459;264;113;261;179;871
MIR6090;NR_106738;0;0;0;0;0;0
ZZEF1;NM_015113;2889;2985;1391;1601;2265;2010
GIMAP1-GIMAP5;NM_001199577;0;0;0;0;0;0
LMAN2;NM_006816;4136;1991;1635;3721;3127;5509
HSPA8;NM_006597,NM_153201;36703;28236;10807;35611;27834;85112
WIBG;NM_001143853,NM_032345;565;403;179;409;432;990
TMED10;NM_006827;11530.94;6104.02;5903.99;8941.13;5659.98;8649.21
IL17RC;NM_001203263,NM_001203264,NM_001203265,NM_032732,NM_153460,NM_153461,NR_037807;392;260;143;686;775;587
MIRLET7A2;NR_029477;0;0;0;0;0;0
C21orf58;NM_001286462,NM_001286463,NM_001286476,NM_001286477,NM_058180;273;312;135;66;31;250.13
HOTS;NM_001293171;248.01;76.62;153.9;9.41;12.94;6.06
SMARCE1;NM_003079;1376;1060;487;1732;1229;3169
CIRBP;NM_001280,NM_001300815,NM_001300829,NR_023312,NR_023313;2232;1860;831;1223;2620;3679
MOSPD2;NM_001177475,NM_152581;181;185;118;211;148;372
ZDHHC19;NM_001039617;0;0;0;0;0;0
SH2D1A;NM_001114937,NM_002351;0;1;0;0;0;0
SRGAP2C;NM_001271872;348.2;394.43;131.72;414.46;273.06;731.99
KRTDAP;NM_001244847,NM_207392;0;3;0;0;1;0
AATF;NM_012138;626;449;180;1245;742;2658
RRP1;NM_003683;1165;822;432;281;271;1030
ZC3H12A;NM_025079;265;228;128;147;390;471
SNAR-H;NR_024342;0;0;0;0;0;0
PABPC1P2;NR_026904;1;4;0;1;0;0
BLOC1S5-TXNDC5;NR_037616;794.73;383.36;404.65;212.31;274.56;620.21
MIR4674;NR_039821;0;0;0;0;0;0
BIVM-ERCC5;NM_001204425;173.52;139.83;97.96;620.37;596.85;1108.26
APOBEC4;NM_203454;0;1;0;4;0;1
MIR1287;NR_031619;0;0;0;0;0;0
SNX31;NM_152628;1;1;0;0;0;0
MRPL39;NM_017446,NM_080794;402;212;134;510;292;994
TMEM177;NM_001105198,NM_001105199,NM_030577;144;90;39;52;82;225
ATF7IP;NM_001286514,NM_001286515,NM_018179,NM_181352;1654.6;1765.36;838.46;2289.49;2279.96;2058.17
SLC19A3;NM_025243;2;3;0;0;1;5
POLR2C;NM_032940;934;536;270;1018;1214;2200
TTC9C;NM_173810;402;267;148;274;278;320
PNMA5;NM_001103150,NM_001103151,NM_001184924,NM_052926;0;0;1;1;0;0
KRT9;NM_000226;0;2;0;6;5;23
DSP;NM_001008844,NM_004415;19864;17321;11597;24773;8981;20173
LOC100507424;NR_038933;4.08;0;1.42;1.4;18.08;5.24
MFSD6L;NM_152599;0;0;0;0;0;0
LOC400940;NR_026833;0;0;0;0;0;0
MASP2;NM_006610,NM_139208;28;43;23;18;36;25
EXOSC6;NM_058219;642;474;168;338.01;395.03;1073.19
LRRC16A;NM_001173977,NM_017640;1168;953;594;1355;1297;2715
IGF2-AS;NR_028043,NR_028044;0;0;0;0;0;0
BMPR1B-AS1;NR_121610;5;1;0;1;0;4
TRRAP;NM_001244580,NM_003496;4186;5245;2131;1728.94;3976;2994.89
UBA7;NM_003335;3;1;1;33;675;160
OR7G2;NM_001005193;0;0;0;0;0;0
JMJD4;NM_001161465,NM_023007;572.23;399.71;183.71;79.95;119.44;284.84
MIR4328;NR_036258;0;0;0;0;0;0
NOS3;NM_000603,NM_001160109,NM_001160110,NM_001160111;9.37;53.82;10.64;7;13.59;25.67
CAV2;NM_001206747,NM_001206748,NM_198212;481;1046;263;4989.41;2205.42;13622.65
ZNF681;NM_138286;138;117;80;131.11;37;195.96
VGLL1;NM_016267;1;0;0;34;123;55
TSPY2;NM_022573;0;0;0;0;0;0
OR1A1;NM_014565;0;0;0;0;0;0
KIAA0196;NM_014846;2734;2615;1141;1485;1274;2755
MIR6072;NR_106720;0;0;0;0;0;0
DKFZP434I0714;NR_033797;69;79;40;40;28;71
KDM6A;NM_001291415,NM_001291416,NM_001291417,NM_001291418,NM_001291421,NM_021140,NR_111960;685;836;338;898;1171;1171
MYO7B;NM_001080527;0;0;0;4;0;6
LOC101928371;NR_110236;6.57;7.64;5.83;12.05;0;0
MIR652;NR_030381;0;0;0;0;0;0
LOC102724623;NR_125826;0;0;0;0;0;0
UPK3A;NM_001167574,NM_006953;5;0;1;0;1;0
CUBN;NM_001081;1;0;0;1;11;0
KANK2;NM_001136191,NM_015493;1263;1178;554;1091;1228.13;2379
LCE4A;NM_178356;0;0;0;0;0;0
RQCD1;NM_001271634,NM_001271635,NM_005444,NR_073390;1005;785;301;840;749;1710
TRIM10;NM_006778,NM_052828;0;0;0;3;6;10
ZP3;NM_001110354,NM_007155;253.29;117.82;89.65;17.8;138.08;160.24
CAMSAP3;NM_001080429,NM_020902;323;251;88;282;400;583
S100A12;NM_005621;0;1;0;0;1;0
C6orf47;NM_021184;620;422;190;592;484;878
MUL1;NM_024544;446;307;175;869;637;982
SLC22A7;NM_006672,NM_153320;0;0;0;2;1;0
ZNF430;NM_001172671,NM_025189;319;330;157;252.04;183.05;568.47
NRM;NM_001270707,NM_001270708,NM_001270709,NM_001270710,NM_007243,NR_073065,NR_073066,NR_073072;135;94;52;84;25;170
CWH43;NM_001286791,NM_025087;0;0;2;0;0;1
COQ2;NM_015697;443;328;177;809;346;1096
MIR4769;NR_039926;0;0;0;0;0;0
MED25;NM_030973;183;154;78;301;603.19;754
ST8SIA6;NM_001004470;121;69;69;3;5;11
OR11H12;NM_001013354;0;2;0;0;0;0
WNT3A;NM_033131;19;11;4;0;1;0
SH3PXD2B;NM_001017995;343;302;155;1428;1511;2194
C6orf165;NM_001031743;121;84;34;16;47;20
ASTL;NM_001002036;9;16;1;0;0;1
KIF2C;NM_001297655,NM_001297656,NM_001297657,NM_006845;1056;643;265;1014;37;1790
KGFLP1;NR_003674,NR_047527;20;17.21;10.88;58.77;70.01;72.78
UNC5C;NM_003728;83;142;22;1045;1064;357
SFTPA2;NM_001098668;0;2;0;0;3;0
REM2;NM_173527;16;19;8;8;29;17
LINC01117;NR_110599;2;6;3;2;1;2
MIR152;NR_029687;0;0;0;0;0;0
MIR4703;NR_039852;0;0;0;0;0;0
SNORD115-34;NR_003349;0;0;0;0;0;0
FBXL7;NM_001278317,NM_012304;1;0;0;0;0;0
PCF11;NM_015885;1944;2294;1099;1344;1237;1955
LOC100271832;NR_027097;5;8;2;1;0;0
NDUFS5;NM_001184979,NM_004552;1871;1063;635;2602;1504;4604
SH3GLB1;NM_001206651,NM_001206652,NM_001206653,NM_016009;539;451;237;3220;2410.89;4095
ZNF595;NM_001286052,NM_001286053,NM_001286054,NM_182524;377.47;408.21;139.56;171.86;200.12;381.85
LINC00525;NR_038407;0;0;0;192;159;292
MIR4451;NR_039656;0;0;0;0;0;0
CXCL2;NM_002089;0;0;0;16;136;135.83
AMER3;NM_001105193,NM_001105194,NM_001105195,NM_152698;1;0;0;0;0;0
LOC101929147;NR_125974,NR_125975,NR_125976,NR_125977;87.52;130.51;68.87;119.47;92.28;218.72
GIMAP8;NM_175571;0;0;0;0;0;0
AASDHPPT;NM_015423;540;422;171;1373;910;2060
PCOLCE2;NM_013363;15;12;7;156;78;270
MIR8066;NR_107033;0;0;0;0;0;0
MIR7-3HG;NR_027148;0;0;0;0;0;0
PPP1R14C;NM_030949;13;8;1;1438;234;2064
XRRA1;NM_001270380,NM_001270381,NM_182969;177.19;184.05;84.97;189.48;342.18;298.12
MIR4312;NR_036197;0;0;0;0;0;0
SHD;NM_020209;0;0;0;0;2;1
MDM2;NM_001145337,NM_001145339,NM_001145340,NM_001278462,NM_002392;6724.86;6046.04;3646;7357.98;3966.47;6719.81
KIF14;NM_014875;1137;968;445;855.07;12;1496
MIR6749;NR_106807;0;0;0;0;0;0
LINC01568;NR_038234;0;0;0;0;0;0
PCBP1;NM_006196;1328;1719;579;732;777;1833
CENPK;NM_001267038,NM_022145;217;202;88;217;9;639
PRSS30P;NR_026864;10;4;3;1;1;0
LOC101928737;NR_110943;0;0;0;0;0;0
